RegionName,YoY_Price_%,LatestPrice,YoY_Inventory_%,LatestInventory,YoY_Days_%,LatestDays,YoY_Inventory_%_z,YoY_Days_%_z,DemandIndex,GeoLevel
17820,8.515815085158152,267600.0,-33.34782608695652,1533.0,-28.57142857142857,,-1.5897384694292778,-1.2054268454686827,1.3975826574489802,metro
17860,1.7038007863696025,155200.0,9.459459459459453,810.0,-17.208182912154037,,1.1955801813709432,-0.1256956400334593,-0.534942270668742,metro
17900,2.350081037277141,126300.0,-13.029249335242376,4252.0,-13.717277486910994,,-0.2676805519072573,0.20600884263621064,0.030835854635523338,metro
17980,6.7260138476755715,107900.0,-20.0695479384004,1609.0,-31.57894736842105,,-0.7257678787786661,-1.4912001177727425,1.1084839982757044,metro
18020,1.9736842105263053,139500.0,-13.812154696132595,312.0,,,-0.31862143441508495,,,metro
18060,1.7826825127334356,119900.0,-15.333333333333332,254.0,,,-0.417599147561599,,,metro
18100,,,,,,,,,,metro
18140,6.749999999999989,170800.0,-19.401309635173057,4308.0,-13.157894736842103,,-0.6822879761078917,0.259161175089623,0.21156340050913436,metro
18180,6.796556411418209,235700.0,-14.04494382022472,612.0,,,-0.3337681992884192,,,metro
18220,8.899676375404542,67300.0,-13.043478260869568,60.0,,,-0.2686063777666731,,,metro
18260,3.823279524214107,122200.0,-5.3254437869822535,480.0,,,0.23357882489767223,,,metro
18300,4.154809334092202,183000.0,-24.10901467505241,362.0,,,-0.9886016907634102,,,metro
18380,,,,,,,,,,metro
18420,3.678606001936102,107100.0,-20.394736842105267,121.0,,,-0.7469267704710705,,,metro
18460,5.254901960784308,134200.0,-11.858974358974361,275.0,,,-0.19153489874665894,,,metro
18500,2.8669724770642224,89700.0,-10.284463894967178,410.0,,,-0.0890870722773982,,,metro
18580,,,-16.184351554126476,2346.0,28.77358490566038,,-0.4729718929316782,4.243474144960964,-1.885251126014643,metro
18620,,,1.6483516483516425,185.0,,,0.6873390258765272,,,metro
18660,2.930056710775042,108900.0,,,,,,,,metro
18700,10.08673305493093,342700.0,1.3392857142857206,227.0,,,0.6672291987876924,,,metro
18740,0.0,87800.0,14.583333333333325,165.0,,,1.5289725299648327,,,metro
18780,3.7859007832898195,159000.0,,,,,,,,metro
18820,2.1883920076118057,107400.0,-26.923076923076927,133.0,,,-1.1717027672247213,,,metro
18860,6.602031394275154,230900.0,,,,,,,,metro
18880,3.553976010661919,233100.0,-10.886715052066897,2824.0,-20.306513409961692,,-0.12827342476211692,-0.4200978050085809,0.2741856148853489,metro
18900,0.6726457399103047,89800.0,-31.216216216216218,509.0,,,-1.4510421551590096,,,metro
18980,-1.4970059880239472,131600.0,-2.614379084967322,447.0,,,0.4099782153673292,,,metro
19000,-3.5887487875848723,198800.0,-17.479674796747968,812.0,,,-0.5572539944579856,,,metro
19060,3.9948453608247503,80700.0,0.0,679.0,,,0.5800866147360709,,,metro
19100,9.294234592445338,219900.0,15.567112721322962,19777.0,-6.513409961685824,,1.5929835748760832,0.8905175472824518,-1.2417505610792676,metro
19140,3.3421284080914715,117500.0,-4.23529411764706,407.0,,,0.3045110077587094,,,metro
19180,,,,,,,,,,metro
19220,0.2714932126696823,110800.0,-13.147410358565736,218.0,,,-0.2753688717308381,,,metro
19260,-3.0495552731893305,76300.0,-9.4488188976378,575.0,,,-0.03471460817930285,,,metro
19300,-0.6097560975609762,195600.0,-5.872862213617291,2917.0,-37.24007561436673,,0.19796024422768296,-2.029118333078541,0.9155790444254291,metro
19340,3.456998313659354,122700.0,,,-15.513126491646778,,,0.03536796512597219,,metro
19380,5.555555555555558,115900.0,-17.661346287300482,2373.0,-16.33986928104575,,-0.5690747157323098,-0.043188814807237644,0.30613176526977376,metro
19420,6.323777403035402,126100.0,-17.712177121771223,223.0,,,-0.572382098330386,,,metro
19460,7.8558225508317925,116700.0,-16.44657863145258,696.0,,,-0.490034081292799,,,metro
19500,-7.5797872340425565,69500.0,34.58149779735682,611.0,,,2.8301823533024493,,,metro
19540,6.033630069238383,107200.0,,,,,,,,metro
19580,9.071504802561359,102200.0,-8.333333333333337,132.0,,,0.03786609174820655,,,metro
19620,0.17889087656528524,112000.0,-18.253968253968257,206.0,,,-0.6076345308563935,,,metro
19660,9.29281122150789,187000.0,-5.6124721603563525,4238.0,-12.45634458672875,,0.21490290393088105,0.32582219888231917,-0.2703625514066001,metro
19700,,,-3.314917127071826,175.0,,,0.3643966829397933,,,metro
19740,6.661045531197307,379500.0,-25.80742076010215,4939.0,-20.879120879120883,,-1.099110967045183,-0.4745067451525308,0.7868088560988569,metro
19760,2.7653213751868355,137500.0,31.372549019607842,268.0,,,2.621387407160971,,,metro
19780,0.8823529411764675,171500.0,-9.947337624341724,3078.0,-17.31843575418994,,-0.06715145834482036,-0.1361718224203925,0.10166164038260643,metro
19820,6.962962962962971,144400.0,-12.284082798001428,12289.0,-18.302387267904507,,-0.2191952011629562,-0.22966651450475492,0.22443085783385558,metro
19860,-1.800900450225118,196300.0,,,,,,,,metro
19940,,,-23.502304147465438,166.0,,,-0.9491251828149561,,,metro
19980,5.6394763343403875,104900.0,,,,,,,,metro
20020,,,-4.816955684007707,988.0,,,0.2666643471130281,,,metro
20060,,,,,,,,,,metro
20100,2.7272727272727337,180800.0,-18.157894736842106,933.0,-5.285412262156452,,-0.6013833669322225,1.0072014135070935,-0.20290902328743549,metro
20140,2.768166089965396,89100.0,-27.802690582959645,161.0,,,-1.2289361166673862,,,metro
20180,1.4012738853503182,79600.0,,,,,,,,metro
20220,-0.2624671916010457,152000.0,,,,,,,,metro
20260,0.7390983000739038,136300.0,-20.885657633840047,1197.0,-20.173535791757047,,-0.7788692498838763,-0.40746232318364844,0.5931657865337624,metro
20300,10.117145899893497,103400.0,,,,,,,,metro
20340,-0.14598540145985828,68400.0,43.18181818181819,315.0,,,3.389774779309549,,,metro
20380,2.614795918367352,160900.0,-31.030150753768847,549.0,,,-1.4389355336760263,,,metro
20420,2.09997042295178,345200.0,1.3093289689034338,619.0,,,0.6652800193299087,,,metro
20460,12.04481792717087,120000.0,,,,,,,,metro
20500,6.358381502890165,220800.0,-14.30173864273696,1528.0,-22.15568862275449,,-0.35047693004399877,-0.5958057181733459,0.4731413241086724,metro
20540,-1.2195121951219523,72900.0,,,,,,,,metro
20580,0.0,114300.0,,,,,,,,metro
20660,3.684971098265888,287000.0,19.069767441860463,512.0,,,1.8208889278059737,,,metro
20700,9.182098765432102,141500.0,-16.649899396378267,1657.0,,,-0.5032634442718747,,,metro
20740,7.00843608046724,164900.0,-14.173228346456689,654.0,,,-0.34211521963698904,,,metro
20780,7.014247690621578,683500.0,-21.863117870722437,822.0,,,-0.8424691299849416,,,metro
20820,0.8835341365461824,125600.0,-5.223880597014929,127.0,,,0.24018718241532006,,,metro
20900,7.13101160862355,129200.0,25.179856115107913,174.0,,,2.218450784915229,,,metro
20940,8.01075268817204,200900.0,-6.315789473684208,267.0,-21.632653061224495,,0.16914053415579514,-0.5461070815100315,0.1884832736771182,metro
20980,,,,,,,,,,metro
21020,-1.7627118644067852,144900.0,-0.7532956685499026,527.0,,,0.5310723301721965,,,metro
21060,6.9585613760750675,136800.0,-17.115902964959574,615.0,,,-0.5335846481123188,,,metro
21120,-0.8537886872998945,92900.0,,,,,,,,metro
21140,0.23023791250960102,130600.0,-6.747404844290661,539.0,-19.999999999999996,,0.14105684871821533,-0.3909730194021126,0.12495808534194863,metro
21180,,,0.6250000000000089,161.0,,,0.6207531539601614,,,metro
21220,0.7685352622061492,222900.0,-2.033898305084747,289.0,,,0.4477480464136091,,,metro
21260,15.503875968992254,253300.0,-25.291828793774318,192.0,,,-1.0655632215695088,,,metro
21300,4.640371229698381,90200.0,-2.506265664160401,389.0,,,0.4170127732359615,,,metro
21340,2.2281639928698693,114700.0,7.075606276747504,3753.0,-23.427529626253417,,1.0404712870361805,-0.7166555581756181,-0.1619078644302812,metro
21380,,,,,,,,,,metro
21420,4.673721340388015,118700.0,3.1347962382445083,329.0,,,0.7840567174274301,,,metro
21460,,,-4.884318766066842,370.0,,,0.26228126964292664,,,metro
21500,2.374893977947412,120700.0,-4.403948367501897,1259.0,-12.310286677908932,,0.2935372722914595,0.3397005648599706,-0.316618918575715,metro
21540,-3.436807095343686,87100.0,,,,,,,,metro
21580,8.185279187817262,170500.0,,,,,,,,metro
21660,7.289950576606263,260500.0,-3.6307053941908696,929.0,-28.66242038216561,,0.34384945741770706,-1.2140728521148254,0.43511169734855915,metro
21700,8.114901256732487,301100.0,,,,,,,,metro
21740,5.661538461538451,171700.0,,,,,,,,metro
21780,4.318374259102464,123200.0,-8.50556438791733,1151.0,-14.893617021276595,,0.026659626249252496,0.09423351527584366,-0.06044657076254808,metro
21820,4.713019132057861,224400.0,-23.668639053254438,258.0,,,-0.9599480067679219,,,metro
21840,,,17.948717948717952,92.0,,,1.7479462027099326,,,metro
21900,,,20.353982300884965,272.0,,,1.90444824610466,,,metro
21980,,,-34.8314606741573,58.0,,,-1.6862733240446643,,,metro
22020,2.4975514201762916,209300.0,20.3576341127923,875.0,-5.263157894736848,,1.9046858565881302,1.0093160148877787,-1.4570009357379545,metro
22060,1.4091595369904342,201500.0,-19.289340101522846,159.0,,,-0.6750025146165488,,,metro
22100,3.197674418604657,106500.0,-5.737704918032782,345.0,,,0.2067544513673779,,,metro
22140,3.155183515775928,160200.0,41.18942731277533,641.0,,,3.2601369530285096,,,metro
22180,2.574416733708773,127500.0,-16.80117388114454,2268.0,-11.197663096397271,,-0.5131063399012372,0.4454216270356112,0.033842356432813,metro
22220,7.716836734693877,168900.0,2.2101589763474205,2636.0,-18.9873417721519,,0.7238938414610414,-0.2947506264491006,-0.2145716075059704,metro
22260,5.756495160468678,207600.0,-11.081081081081079,329.0,,,-0.1409201347504942,,,metro
22280,18.668668668668676,237100.0,-9.824561403508769,257.0,,,-0.05916284394435813,,,metro
22300,1.041666666666674,135800.0,-0.6756756756756799,294.0,,,0.5361227885478655,,,metro
22340,,,-22.666666666666668,58.0,,,-0.8947532077909196,,,metro
